SparsePauliOp(['IIIIIIIIIIIIIIZ', 'IIIIIIIIIIIIIXX', 'IIIIIIIIIIIIIYY', 'IIIIIIIIIIIIXIX', 'IIIIIIIIIIIIYIY', 'IIIIIIIIIIIXIIX', 'IIIIIIIIIIIYIIY', 'IIIIIIIIIIXIIIX', 'IIIIIIIIIIYIIIY', 'IIIIIIIIIXIIIIX', 'IIIIIIIIIYIIIIY', 'IIIIIIIIXIIIIIX', 'IIIIIIIIYIIIIIY', 'IIIIIXIIIIIIIIX', 'IIIIIYIIIIIIIIY', 'IIIIXIIIIIIIIIX', 'IIIIYIIIIIIIIIY', 'IIIXIIIIIIIIIIX', 'IIIYIIIIIIIIIIY', 'IIXIIIIIIIIIIIX', 'IIYIIIIIIIIIIIY', 'IXIIIIIIIIIIIIX', 'IYIIIIIIIIIIIIY', 'XIIIIIIIIIIIIIX', 'YIIIIIIIIIIIIIY', 'IIIIIIIIIIIIIZI', 'IIIIIIIIIIIIXXI', 'IIIIIIIIIIIIYYI', 'IIIIIIIIIIIXIXI', 'IIIIIIIIIIIYIYI', 'IIIIIIIIIIXIIXI', 'IIIIIIIIIIYIIYI', 'IIIIIIIXIIIIIXI', 'IIIIIIIYIIIIIYI', 'IIIIIIXIIIIIIXI', 'IIIIIIYIIIIIIYI', 'IIIIIXIIIIIIIXI', 'IIIIIYIIIIIIIYI', 'IIIIXIIIIIIIIXI', 'IIIIYIIIIIIIIYI', 'IIIXIIIIIIIIIXI', 'IIIYIIIIIIIIIYI', 'IIXIIIIIIIIIIXI', 'IIYIIIIIIIIIIYI', 'IXIIIIIIIIIIIXI', 'IYIIIIIIIIIIIYI', 'XIIIIIIIIIIIIXI', 'YIIIIIIIIIIIIYI', 'IIIIIIIIIIIIZII', 'IIIIIIIIIIIXXII', 'IIIIIIIIIIIYYII', 'IIIIIIIIIIXIXII', 'IIIIIIIIIIYIYII', 'IIIIIIIIIXIIXII', 'IIIIIIIIIYIIYII', 'IIIIIIIIXIIIXII', 'IIIIIIIIYIIIYII', 'IIIIIIIXIIIIXII', 'IIIIIIIYIIIIYII', 'IIIIIIXIIIIIXII', 'IIIIIIYIIIIIYII', 'IIIIXIIIIIIIXII', 'IIIIYIIIIIIIYII', 'IIIXIIIIIIIIXII', 'IIIYIIIIIIIIYII', 'IIXIIIIIIIIIXII', 'IIYIIIIIIIIIYII', 'IIIIIIIIIIIZIII', 'IIIIIIIIIIXXIII', 'IIIIIIIIIIYYIII', 'IIIIIIIIIXIXIII', 'IIIIIIIIIYIYIII', 'IIIIIIIXIIIXIII', 'IIIIIIIYIIIYIII', 'IIIIIXIIIIIXIII', 'IIIIIYIIIIIYIII', 'IIIIXIIIIIIXIII', 'IIIIYIIIIIIYIII', 'IIIXIIIIIIIXIII', 'IIIYIIIIIIIYIII', 'IXIIIIIIIIIXIII', 'IYIIIIIIIIIYIII', 'XIIIIIIIIIIXIII', 'YIIIIIIIIIIYIII', 'IIIIIIIIIIZIIII', 'IIIIIIIIXIXIIII', 'IIIIIIIIYIYIIII', 'IIIIIIXIIIXIIII', 'IIIIIIYIIIYIIII', 'IIIIIXIIIIXIIII', 'IIIIIYIIIIYIIII', 'IIIIXIIIIIXIIII', 'IIIIYIIIIIYIIII', 'IIIXIIIIIIXIIII', 'IIIYIIIIIIYIIII', 'IXIIIIIIIIXIIII', 'IYIIIIIIIIYIIII', 'XIIIIIIIIIXIIII', 'YIIIIIIIIIYIIII', 'IIIIIIIIIZIIIII', 'IIIIIIIIXXIIIII', 'IIIIIIIIYYIIIII', 'IIIIIIIXIXIIIII', 'IIIIIIIYIYIIIII', 'IIIIIIXIIXIIIII', 'IIIIIIYIIYIIIII', 'IIIIIXIIIXIIIII', 'IIIIIYIIIYIIIII', 'IIIIXIIIIXIIIII', 'IIIIYIIIIYIIIII', 'IIXIIIIIIXIIIII', 'IIYIIIIIIYIIIII', 'IXIIIIIIIXIIIII', 'IYIIIIIIIYIIIII', 'IIIIIIIIZIIIIII', 'IIIIIIIXXIIIIII', 'IIIIIIIYYIIIIII', 'IIIIIIXIXIIIIII', 'IIIIIIYIYIIIIII', 'IIIIIXIIXIIIIII', 'IIIIIYIIYIIIIII', 'IIIIXIIIXIIIIII', 'IIIIYIIIYIIIIII', 'IIXIIIIIXIIIIII', 'IIYIIIIIYIIIIII', 'XIIIIIIIXIIIIII', 'YIIIIIIIYIIIIII', 'IIIIIIIZIIIIIII', 'IIIIIIXXIIIIIII', 'IIIIIIYYIIIIIII', 'IIIIIXIXIIIIIII', 'IIIIIYIYIIIIIII', 'IIIXIIIXIIIIIII', 'IIIYIIIYIIIIIII', 'IIXIIIIXIIIIIII', 'IIYIIIIYIIIIIII', 'IXIIIIIXIIIIIII', 'IYIIIIIYIIIIIII', 'IIIIIIZIIIIIIII', 'IIIIIXXIIIIIIII', 'IIIIIYYIIIIIIII', 'IIIXIIXIIIIIIII', 'IIIYIIYIIIIIIII', 'IIXIIIXIIIIIIII', 'IIYIIIYIIIIIIII', 'XIIIIIXIIIIIIII', 'YIIIIIYIIIIIIII', 'IIIIIZIIIIIIIII', 'IIIIXXIIIIIIIII', 'IIIIYYIIIIIIIII', 'IIIXIXIIIIIIIII', 'IIIYIYIIIIIIIII', 'IXIIIXIIIIIIIII', 'IYIIIYIIIIIIIII', 'XIIIIXIIIIIIIII', 'YIIIIYIIIIIIIII', 'IIIIZIIIIIIIIII', 'IIIXXIIIIIIIIII', 'IIIYYIIIIIIIIII', 'IIXIXIIIIIIIIII', 'IIYIYIIIIIIIIII', 'IXIIXIIIIIIIIII', 'IYIIYIIIIIIIIII', 'XIIIXIIIIIIIIII', 'YIIIYIIIIIIIIII', 'IIIZIIIIIIIIIII', 'IIXXIIIIIIIIIII', 'IIYYIIIIIIIIIII', 'IXIXIIIIIIIIIII', 'IYIYIIIIIIIIIII', 'XIIXIIIIIIIIIII', 'YIIYIIIIIIIIIII', 'IIZIIIIIIIIIIII', 'IXXIIIIIIIIIIII', 'IYYIIIIIIIIIIII', 'XIXIIIIIIIIIIII', 'YIYIIIIIIIIIIII', 'IZIIIIIIIIIIIII', 'XXIIIIIIIIIIIII', 'YYIIIIIIIIIIIII', 'ZIIIIIIIIIIIIII', 'IIIIIIIIIIIIIII'],
              coeffs=[ 5.85625e+00+0.j, -1.22890e+00+0.j, -1.22890e+00+0.j, -6.63400e-01+0.j,
 -6.63400e-01+0.j,  7.87500e-02+0.j,  7.87500e-02+0.j, -3.80500e-02+0.j,
 -3.80500e-02+0.j,  7.55850e-01+0.j,  7.55850e-01+0.j,  7.14750e-01+0.j,
  7.14750e-01+0.j,  7.55850e-01+0.j,  7.55850e-01+0.j, -6.47150e-01+0.j,
 -6.47150e-01+0.j, -5.59700e-01+0.j, -5.59700e-01+0.j,  6.21600e-01+0.j,
  6.21600e-01+0.j, -2.12150e-01+0.j, -2.12150e-01+0.j,  1.03265e+00+0.j,
  1.03265e+00+0.j,  2.66535e+00+0.j, -6.59000e-02+0.j, -6.59000e-02+0.j,
  3.80500e-02+0.j,  3.80500e-02+0.j, -1.31675e+00+0.j, -1.31675e+00+0.j,
  7.55850e-01+0.j,  7.55850e-01+0.j, -7.14750e-01+0.j, -7.14750e-01+0.j,
  1.26550e+00+0.j,  1.26550e+00+0.j, -1.00310e+00+0.j, -1.00310e+00+0.j,
 -7.61000e-02+0.j, -7.61000e-02+0.j,  4.73050e-01+0.j,  4.73050e-01+0.j,
  1.27625e+00+0.j,  1.27625e+00+0.j, -3.80500e-02+0.j, -3.80500e-02+0.j,
  5.25135e+00+0.j, -4.04850e-01+0.j, -4.04850e-01+0.j, -7.53450e-01+0.j,
 -7.53450e-01+0.j, -6.87550e-01+0.j, -6.87550e-01+0.j, -6.63400e-01+0.j,
 -6.63400e-01+0.j,  6.82000e-02+0.j,  6.82000e-02+0.j,  6.21600e-01+0.j,
  6.21600e-01+0.j,  6.87550e-01+0.j,  6.87550e-01+0.j,  4.84750e-01+0.j,
  4.84750e-01+0.j, -6.09100e-01+0.j, -6.09100e-01+0.j,  5.72950e+00+0.j,
 -7.61000e-02+0.j, -7.61000e-02+0.j, -3.20850e-01+0.j, -3.20850e-01+0.j,
  1.40250e-01+0.j,  1.40250e-01+0.j, -4.35000e-01+0.j, -4.35000e-01+0.j,
  2.12150e-01+0.j,  2.12150e-01+0.j,  1.03265e+00+0.j,  1.03265e+00+0.j,
  5.33000e-01+0.j,  5.33000e-01+0.j, -5.59700e-01+0.j, -5.59700e-01+0.j,
  3.23985e+00+0.j,  3.20850e-01+0.j,  3.20850e-01+0.j,  1.40250e-01+0.j,
  1.40250e-01+0.j, -1.84000e+00+0.j, -1.84000e+00+0.j,  1.27625e+00+0.j,
  1.27625e+00+0.j,  3.80500e-02+0.j,  3.80500e-02+0.j, -1.00310e+00+0.j,
 -1.00310e+00+0.j, -3.80500e-02+0.j, -3.80500e-02+0.j,  6.62875e+00+0.j,
  4.35000e-01+0.j,  4.35000e-01+0.j,  3.20850e-01+0.j,  3.20850e-01+0.j,
  1.78545e+00+0.j,  1.78545e+00+0.j, -1.78545e+00+0.j, -1.78545e+00+0.j,
 -1.31250e+00+0.j, -1.31250e+00+0.j,  4.84750e-01+0.j,  4.84750e-01+0.j,
  4.72950e-01+0.j,  4.72950e-01+0.j,  5.31000e+00+0.j, -4.67500e-01+0.j,
 -4.67500e-01+0.j, -7.55850e-01+0.j, -7.55850e-01+0.j, -4.35000e-01+0.j,
 -4.35000e-01+0.j, -7.55850e-01+0.j, -7.55850e-01+0.j,  6.59000e-02+0.j,
  6.59000e-02+0.j, -4.72950e-01+0.j, -4.72950e-01+0.j,  6.00260e+00+0.j,
 -8.70000e-01+0.j, -8.70000e-01+0.j, -4.35000e-01+0.j, -4.35000e-01+0.j,
 -1.31250e+00+0.j, -1.31250e+00+0.j,  3.67400e-01+0.j,  3.67400e-01+0.j,
 -3.20850e-01+0.j, -3.20850e-01+0.j,  5.16885e+00+0.j,  8.55000e-01+0.j,
  8.55000e-01+0.j,  7.55850e-01+0.j,  7.55850e-01+0.j, -4.73050e-01+0.j,
 -4.73050e-01+0.j, -3.20850e-01+0.j, -3.20850e-01+0.j,  3.18860e+00+0.j,
 -1.54935e+00+0.j, -1.54935e+00+0.j, -7.55850e-01+0.j, -7.55850e-01+0.j,
  7.30000e-01+0.j,  7.30000e-01+0.j,  4.35000e-01+0.j,  4.35000e-01+0.j,
  2.76495e+00+0.j, -6.57850e-01+0.j, -6.57850e-01+0.j,  6.82000e-02+0.j,
  6.82000e-02+0.j, -1.13250e+00+0.j, -1.13250e+00+0.j, -2.12150e-01+0.j,
 -2.12150e-01+0.j,  1.90935e+00+0.j, -3.67400e-01+0.j, -3.67400e-01+0.j,
  2.12150e-01+0.j,  2.12150e-01+0.j,  7.87500e-02+0.j,  7.87500e-02+0.j,
  3.58495e+00+0.j, -4.04850e-01+0.j, -4.04850e-01+0.j, -7.53450e-01+0.j,
 -7.53450e-01+0.j,  1.94560e+00+0.j, -6.47150e-01+0.j, -6.47150e-01+0.j,
  1.79125e+00+0.j, -6.10372e+01+0.j])

Number of Pauli terms = 182
No. of qubits: 156
No. of gates: OrderedDict([('rz', 105), ('sx', 98), ('cz', 28), ('x', 3)])
Expectation values: -18.72126845703125

(0,-18.995300439453104,0.4707856505947549),
(1,-18.6792735107422,1.2007579986113137),
(2,-18.692477636718742,1.1309181498065377),
(3,-18.41319458007812,2.608114481026596),
(4,-18.539968872070325,1.9375742725495602),
(5,-18.90423955078127,0.01085764091634654),
(6,-18.716375097656247,1.004518639406657),
(7,-18.419733593750024,2.573528039864987),
(8,-18.787657006835914,0.627491203553069),
(9,-18.595331933593776,1.6447455118246004),
(10,-18.593679785156247,1.6534841286240043),
(11,-18.63998242187501,1.4085781686652996),
(12,-18.56564753417969,1.801753553903521),
(13,-19.02145092773437,0.6091019731578132),
(14,-19.08595810546874,0.950296198947133),
(15,-18.53173515624998,1.9811244074858674),
(16,-18.587621411132766,1.6855283492376534),
(17,-18.75015778808593,0.8258337347019494),
(18,-18.55467722167969,1.8597782173838757),
(19,-18.572470288085952,1.7656663413086002),
(20,-18.799306811523437,0.5658725398545318),
(21,-18.308458911132803,3.1620870269264563),
(22,-18.5875826904297,1.6857331524978325),
(23,-18.448930712890636,2.419097342222609),
(24,-18.54209008789062,1.9263546437430095),
(25,-18.865707275390626,0.2146642610718372),
(26,-18.71807429199219,0.9955311853545747),
(27,-18.890043383789063,0.08594463706470151),
(28,-18.61627021484375,1.5339978258870404),
(29,-18.40119619140622,2.6715768905972834),
(30,-18.528071972656214,2.0004998806362457),
(31,-18.538684619140632,1.94436700011034),
(32,-18.845298999023456,0.32260862167407145),
(33,-18.50768061523437,2.108354752802388),
(34,-18.679150512695294,1.2014085653367734),
(35,-18.86301037597655,0.22892882107795615),
(36,-18.48251677246092,2.241452466181306),
(37,-18.728944555664093,0.938035704573603),
(38,-18.89273073730469,0.07173056764808952),
(39,-18.714383618164085,1.0150520610717846),
(40,-18.85429243164061,0.2750401589576658),
(41,-18.829897949218747,0.40406853743877097),
(42,-18.938665234374994,0.17122821175258165),
(43,-18.597249291992185,1.6346041347363098),
(44,-18.709181738281238,1.0425660748856516),
(45,-18.606946337890633,1.5833140894426085),
(46,-18.567150708007816,1.7938029002161695),
(47,-18.7456574707031,0.8496370130218132),
(48,-18.614584301757823,1.5429150321624447),
(49,-18.397299536132813,2.692187252511628),
(50,-18.659863916015624,1.3034200879820248),
(51,-18.83954516601561,0.35304205043941783),
(52,-18.645190917968755,1.3810291600952864),
(53,-18.827080517578125,0.41897062184393385),
(54,-18.75418598632811,0.804527609882373),
(55,-18.82343244628907,0.4382661623219154),
(56,-18.761726123046856,0.7646459842950365),
(57,-18.70414650878908,1.0691986340610478),
(58,-18.564693969726555,1.8067971893058792),
(59,-18.768706079101555,0.7277272911236589),
(60,-19.009421020507816,0.5454728542497801),
(61,-18.643569018554693,1.3896077824180242),
(62,-18.873171777343764,0.17518268624165215),
(63,-18.805657006835943,0.5322848051347823),
(64,-18.88371601562502,0.11941163341826662),
(65,-18.371721044921877,2.8274781427984674),
(66,-18.70268474121093,1.0769302799743814),
(67,-18.914732495117164,0.044642105696010306),
(68,-18.702781640625,1.076417755295369),
(69,-18.543168481445328,1.920650756719623),
(70,-18.612861108398434,1.5520294229138603),
(71,-18.539077197265648,1.9422905584780887),
(72,-18.60680327148438,1.5840708026244932),
(73,-18.9117600830078,0.028920291721171876),
(74,-18.932764672851576,0.14001870001428826),
(75,-18.579294140625002,1.7295733177764134),
(76,-18.95839584960936,0.2755882570324651),
(77,-19.053630126953124,0.7793056210243158),
(78,-18.357509082031257,2.9026486873133615),
(79,-19.107098999023442,1.0621155508740345),
(80,-18.785461767578127,0.6391023604086259),
(81,-18.837129614257798,0.3658184939424197),
(82,-18.655402954101554,1.3270152056108622),
(83,-18.586462670898428,1.6916572094828484),
(84,-18.891978466796893,0.0757095101860584),
(85,-18.56418300781251,1.809499791726163),
(86,-18.641857592773434,1.3986599315732267),
(87,-18.753793188476557,0.8066052137019722),
(88,-18.71543247070315,1.0095044236986728),
(89,-18.520667700195304,2.0396628869645683),
(90,-18.9046298828125,0.0087930794229754),
(91,-18.856449633789076,0.26363018966791996),
(92,-18.308481396484368,3.161968096407587),
(93,-18.715792407226573,1.0076006314734332),
(94,-18.697653735351544,1.1035404993239766),
(95,-18.864938867187504,0.21872855982373612),
(96,-18.306682128906253,3.1714848622910754),
(97,-18.58881499023437,1.6792152177103887),
(98,-18.867807788085948,0.20355413615222023),
(99,-18.585707104492194,1.6956535848330285),

Noise level = 3
Qubit no. for Noise = 3 circuit: 156, Qubit no. for optimized Hamil :156

Gate counts of optimized circuit: OrderedDict([('rz', 105), ('sx', 98), ('cz', 84), ('x', 3)])
Depth of optimized circuit: 174
(0,-18.78965004882813,0.6169495174433542),
(1,-18.363407153320324,2.8714523470330566),
(2,-18.54033327636718,1.9356468491789225),
(3,-18.877314306640628,0.1532718365363177),
(4,-18.692758007812493,1.1294351985811701),
(5,-18.557174633789053,1.8465687944784128),
(6,-18.479783569335893,2.255909045385686),
(7,-18.59219567871093,1.661333930264441),
(8,-18.587755004882837,1.6848217392490168),
(9,-18.490184985351576,2.2008934144244754),
(10,-18.364367163085944,2.8663746207980036),
(11,-18.753652416992182,0.807349788481268),
(12,-18.822599145507837,0.44267369377636157),
(13,-18.557389721679712,1.8454311420665794),
(14,-18.956496362304698,0.26554140452591724),
(15,-18.82085424804687,0.45190288282455904),
(16,-18.386225903320288,2.7507584023719294),
(17,-18.543384497070328,1.9195081972941626),
(18,-18.48535229492188,2.226454695006751),
(19,-18.443157568359382,2.4496329143541673),
(20,-18.51750378417968,2.0563976118948424),
(21,-18.655150976562474,1.3283479763874189),
(22,-18.41748789062502,2.5854061124454386),
(23,-18.73054123535156,0.9295904755474322),
(24,-19.10887868652342,1.0715287529397284),
(25,-18.43271574707032,2.5048622586795855),
(26,-18.564129296875002,1.8097838819992595),
(27,-18.733830932617195,0.9121904628503665),
(28,-18.710906005859385,1.0334460023287306),
(29,-18.604032690429705,1.59872508283234),
(30,-18.67669755859375,1.2143828389752653),
(31,-18.605172338867177,1.5926972037659712),
(32,-18.52823347167969,1.9996456728377292),
(33,-18.63395715332031,1.4404472863650295),
(34,-18.500220190429687,2.147814762598124),
(35,-18.62970515136719,1.462937163699662),
(36,-19.09311149902343,0.988132245436541),
(37,-18.60758061523439,1.579959241581648),
(38,-18.067308984374982,4.437587916115825),
(39,-18.82125073242186,0.4498057800816862),
(40,-18.593891040039054,1.6523667499273234),
(41,-18.732426806640632,0.9196172282478078),
(42,-18.882543261718745,0.12561461539866717),
(43,-18.62200407714846,1.5036700270505508),
(44,-18.575071997070324,1.7519052667455917),
(45,-18.50071611328123,2.1451917054543164),
(46,-19.08227507324218,0.930815741527753),
(47,-18.655747485351576,1.3251928956410244),
(48,-18.84360561523438,0.3315653423239299),
(49,-18.742932714843775,0.8640489125737649),
(50,-18.743542895507815,0.8608215179400065),
(51,-18.48338791503908,2.236844780215997),
(52,-18.169656323242194,3.896247831603191),
(53,-18.995431591796887,0.4714793473889617),
(54,-18.401176757812493,2.671679679623237),
(55,-18.194803247070304,3.763239606660441),
(56,-18.6634876220703,1.2842534211824903),
(57,-18.78974409179687,0.6164521012016698),
(58,-19.114744897460945,1.1025565760354468),
(59,-18.841823803710945,0.34098977886872395),
(60,-18.781717260742163,0.6589079720588624),
(61,-18.481493188476556,2.2468664519940664),
(62,-18.819091772460943,0.46122504687100524),
(63,-18.28212985839844,3.301347820515325),
(64,-18.866647607421875,0.20969061518225987),
(65,-18.47489880371095,2.2817457644005517),
(66,-18.780616308593736,0.6647311769967751),
(67,-18.513312060546887,2.0785686624638653),
(68,-18.504355249023412,2.1259434272672064),
(69,-18.790454052734376,0.6126969443195857),
(70,-18.84548640136719,0.3216174048850707),
(71,-18.70994934082031,1.038506037487788),
(72,-18.802811230468755,0.547336811724972),
(73,-18.738541625976566,0.8872744545838149),
(74,-18.705838940429665,1.060246949557216),
(75,-18.97857138671874,0.38230160282888476),
(76,-18.997803784179688,0.4840264525623714),
(77,-19.181079687499995,1.453417489893282),
(78,-18.697677587890624,1.1034143374162588),
(79,-18.776967919921873,0.6840283961899735),
(80,-18.606138549804683,1.5875866780175198),
(81,-18.633329907226575,1.4437649442264953),
(82,-18.674990576171865,1.2234114861169807),
(83,-18.18751845703123,3.8017706412633516),
(84,-18.289271044921882,3.2635763399970514),
(85,-18.301743554687512,3.1976061881070197),
(86,-18.3885734375,2.7383417204600473),
(87,-18.901894775390645,0.023259730918619517),
(88,-18.739631030273436,0.8815123290545793),
(89,-18.640865844726576,1.403905529333199),
(90,-18.4261865966797,2.5393965305363206),
(91,-18.427735546875006,2.531203754457196),
(92,-18.48313291015623,2.23819356335352),
(93,-18.388867895507822,2.736784260103929),
(94,-18.87800043945311,0.14964271243004063),
(95,-18.634753710937503,1.436234098483616),
(96,-19.00118398437499,0.5019051573694258),
(97,-18.677353173828138,1.2109151297967116),
(98,-18.762253125000022,0.7618585421883532),
(99,-18.47487309570313,2.281881740335824),

Noise level = 5
Qubit no. for Noise = 5 circuit: 156, Qubit no. for optimized Hamil :156

Gate counts of optimized circuit: OrderedDict([('cz', 140), ('rz', 105), ('sx', 98), ('x', 3)])
Depth of optimized circuit: 230
(0,-18.623017260742202,1.4983110514451914),
(1,-18.619729394531248,1.5157013792466134),
(2,-18.823844921875008,0.43608447815676554),
(3,-18.67980388183593,1.1979527362969118),
(4,-18.639644482421865,1.410365613010714),
(5,-19.12567744140624,1.1603814724009722),
(6,-18.681602563476545,1.1884390695800353),
(7,-18.81908229980469,0.46127515006462927),
(8,-18.65067446289062,1.3520253510633486),
(9,-18.612258886718728,1.555214720534647),
(10,-18.484329736328128,2.2318632572780164),
(11,-18.895384179687518,0.05769586249924371),
(12,-18.819612622070295,0.4584701460141242),
(13,-18.728282299804697,0.9415385376405143),
(14,-18.95129606933596,0.23803578428854807),
(15,-18.61271667480468,1.5527933674845191),
(16,-18.674411328124975,1.2264752705800426),
(17,-18.715237500000008,1.0105356713899587),
(18,-18.83588005371093,0.3724277250131208),
(19,-18.785446386718725,0.6391837135324177),
(20,-18.99042907714844,0.44501982501604626),
(21,-18.591006298828127,1.6676248510973644),
(22,-18.777839013671873,0.6794209684887498),
(23,-18.799100415039092,0.5669642212945649),
(24,-18.25969042968749,3.420035442189231),
(25,-18.84815175781251,0.30751968334843405),
(26,-18.705357568359382,1.062793044063366),
(27,-18.777723022460947,0.6800344743465503),
(28,-18.555623876953128,1.8547711263212328),
(29,-18.730363525390636,0.9305304269553484),
(30,-18.777331591796838,0.682104846777676),
(31,-18.812484155273452,0.496174348790271),
(32,-18.8086418701172,0.5164971338692875),
(33,-18.5587895751953,1.8380269747592497),
(34,-18.770115966796865,0.7202700505878534),
(35,-18.57810446777342,1.735865788192793),
(36,-18.605795458984375,1.5894013692026259),
(37,-18.727334399414055,0.9465522144323018),
(38,-18.731047363281228,0.9269134412517354),
(39,-18.60681162109374,1.584026639500309),
(40,-18.749672851562487,0.8283986824718567),
(41,-18.781578051757812,0.6596442823937219),
(42,-19.023451879882828,0.6196854980167906),
(43,-19.078743994140623,0.9121390013172699),
(44,-18.84526926269529,0.3227659043800087),
(45,-18.723772045898443,0.9653943726608345),
(46,-18.45455236816405,2.3893630337931535),
(47,-18.711039013671886,1.032742491507082),
(48,-19.009024121093766,0.5433735562638966),
(49,-18.773939794921887,0.7000448892571164),
